"","RegionID","RegionName","X2016.04","x_i","x.bar","e_i"
"66",394653,"Greenville, SC",88,4.47733681447821,4.74811812479718,-0.270781310318974
"67",394952,"Ventura, CA",315,5.75257263882563,4.74811812479718,1.00445451402845
"68",394318,"Allentown, PA",115,4.74493212836325,4.74811812479718,-0.00318599643393114
"69",394561,"El Paso, TX",76,4.33073334028633,4.74811812479718,-0.41738478451085
"70",394367,"Baton Rouge, LA",107,4.67282883446191,4.74811812479718,-0.0752892903352755
"71",394521,"Dayton, OH",74,4.30406509320417,4.74811812479718,-0.444053031593011
"72",394843,"McAllen, TX",67,4.20469261939097,4.74811812479718,-0.543425505406216
"73",394486,"Columbia, SC",77,4.34380542185368,4.74811812479718,-0.404312702943497
"74",394648,"Greensboro, NC",79,4.36944785246702,4.74811812479718,-0.37867027233016
"75",394304,"Akron, OH",86,4.45434729625351,4.74811812479718,-0.293770828543674
"76",753906,"North Port-Sarasota-Bradenton, FL",145,4.97673374242057,4.74811812479718,0.228615617623393
"77",394798,"Little Rock, AR",81,4.39444915467244,4.74811812479718,-0.353668970124742
"78",395134,"Stockton, CA",167,5.11799381241676,4.74811812479718,0.369875687619574
"79",394457,"Charleston, SC",137,4.91998092582813,4.74811812479718,0.171862801030944
"80",395143,"Syracuse, NY",81,4.39444915467244,4.74811812479718,-0.353668970124742
"81",394484,"Colorado Springs, CO",122,4.80402104473326,4.74811812479718,0.0559029199360754
"82",395235,"Winston-Salem, NC",79,4.36944785246702,4.74811812479718,-0.37867027233016
"83",395115,"Springfield, MA",140,4.9416424226093,4.74811812479718,0.193524297812123
"84",394440,"Fort Myers, FL",132,4.88280192258637,4.74811812479718,0.134683797789189
"85",394399,"Boise City, ID",112,4.71849887129509,4.74811812479718,-0.0296192535020872
"86",395160,"Toledo, OH",71,4.26267987704132,4.74811812479718,-0.485438247755866
"87",394816,"Madison, WI",150,5.01063529409626,4.74811812479718,0.262517169299074
"88",394766,"Lakeland, FL",87,4.46590811865458,4.74811812479718,-0.282210006142598
"89",394931,"Ogden, UT",143,4.96284463025991,4.74811812479718,0.214726505462726
"90",394528,"Daytona Beach, FL",97,4.57471097850338,4.74811812479718,-0.173407146293798
"91",394531,"Des Moines, IA",121,4.79579054559674,4.74811812479718,0.04767242079956
"92",394711,"Jackson, MS",84,4.43081679884331,4.74811812479718,-0.317301325953868
"93",395245,"Youngstown, OH",57,4.04305126783455,4.74811812479718,-0.705066856962631
"94",394352,"Augusta, GA",71,4.26267987704132,4.74811812479718,-0.485438247755866
"95",395075,"Scranton, PA",63,4.14313472639153,4.74811812479718,-0.604983398405649
"96",394666,"Harrisburg, PA",105,4.65396035015752,4.74811812479718,-0.0941577746396582
"97",394957,"Melbourne, FL",103,4.63472898822964,4.74811812479718,-0.113389136567545
"98",394460,"Chattanooga, TN",76,4.33073334028633,4.74811812479718,-0.41738478451085
"99",395113,"Spokane, WA",129,4.85981240436167,4.74811812479718,0.111694279564491
"100",395006,"Provo, UT",152,5.02388052084628,4.74811812479718,0.275762396049095
"101",394768,"Lancaster, PA",120,4.78749174278205,4.74811812479718,0.0393736179848645
"102",394871,"Modesto, CA",158,5.06259503302697,4.74811812479718,0.314476908229786
"103",394549,"Durham, NC",114,4.7361984483945,4.74811812479718,-0.0119196764026857
"104",395068,"Santa Rosa, CA",356,5.87493073085203,4.74811812479718,1.12681260605485
"105",394792,"Lexington, KY",94,4.54329478227,4.74811812479718,-0.204823342527177
"106",394761,"Lafayette, LA",85,4.44265125649032,4.74811812479718,-0.305466868306865
"107",394770,"Lansing, MI",99,4.59511985013459,4.74811812479718,-0.152998274662592
"108",394590,"Fayetteville, AR",90,4.49980967033027,4.74811812479718,-0.248308454466916
"109",394971,"Pensacola, FL",83,4.4188406077966,4.74811812479718,-0.329277517000583
"110",395195,"Visalia, CA",118,4.77068462446567,4.74811812479718,0.0225664996684838
"111",395096,"Shreveport, LA",77,4.34380542185368,4.74811812479718,-0.404312702943497
"112",395116,"Springfield, MO",74,4.30406509320417,4.74811812479718,-0.444053031593011
"113",395244,"York, PA",105,4.65396035015752,4.74811812479718,-0.0941577746396582
"114",394502,"Corpus Christi, TX",95,4.55387689160054,4.74811812479718,-0.194241233196641
"115",394596,"Flint, MI",32,3.46573590279973,4.74811812479718,-1.28238222199745
"116",395019,"Reno, NV",170,5.13579843705026,4.74811812479718,0.387680312253081
"117",394338,"Asheville, NC",137,4.91998092582813,4.74811812479718,0.171862801030944
"118",394995,"Port St. Lucie, FL",108,4.68213122712422,4.74811812479718,-0.0659868976729614
"119",753917,"Santa Maria-Santa Barbara, CA",367,5.90536184805457,4.74811812479718,1.15724372325739
"120",394698,"Huntsville, AL",84,4.43081679884331,4.74811812479718,-0.317301325953868
"121",394612,"Fort Wayne, IN",69,4.23410650459726,4.74811812479718,-0.514011620199922
"122",395050,"Salinas, CA",311,5.73979291217923,4.74811812479718,0.991674787382053
"123",395183,"Vallejo, CA",220,5.39362754635236,4.74811812479718,0.645509421555181
"124",394870,"Mobile, AL",63,4.14313472639153,4.74811812479718,-0.604983398405649
"125",395015,"Reading, PA",97,4.57471097850338,4.74811812479718,-0.173407146293798
"126",394746,"Killeen, TX",68,4.21950770517611,4.74811812479718,-0.528610419621074
"127",394439,"Canton, OH",75,4.31748811353631,4.74811812479718,-0.430630011260871
"128",394372,"Beaumont, TX",66,4.18965474202643,4.74811812479718,-0.558463382770756
"129",394820,"Manchester, NH",146,4.98360662170834,4.74811812479718,0.235488496911155
"130",395048,"Salem, OR",138,4.92725368515721,4.74811812479718,0.179135560360024
"131",394327,"Anchorage, AK",192,5.25749537202778,4.74811812479718,0.5093772472306
